accountlogontype,accountrunlevel,certificateissuer,certificatesubject,comment,creator,description,execarguments,execprogrampath,hostname,name,signatureexists,signatureverified,virtualpath
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Set UPnPHost service to Auto-Start,Microsoft,,config upnphost start= auto,sc.exe,WL0005OFU,UPnPHostConfig,,,\Microsoft\Windows\UPnP\UPnPHostConfig
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,This task manages and synchronizes metadata for the installed gadgets on a Windows SideShow-compatible device.,Microsoft Corporation,,,,WL0005OFU,GadgetManager,,,\Microsoft\Windows\SideShow\GadgetManager
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,DigiCert High Assurance Code Signing CA-1,AVAST Software s.r.o.,,Avast Emergency Update,The file is signed and the signature was verified.,,C:\Program Files\AVAST Software\Avast\AvEmUpdate.exe,WL0005OFU,Avast Emergency Update,true,true,\Avast Emergency Update
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,The Windows Disk Diagnostic reports general disk and system information to Microsoft for users participating in the Customer Experience Program.,Microsoft Corporation,The file is signed and the signature was verified.,dfdts.dll DfdGetDefaultPolicyAndSMART,%windir%\system32\rundll32.exe,WL0005OFU,Microsoft-Windows-DiskDiagnosticDataCollector,true,true,\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticDataCollector
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Check for Media Center updates.,,,$(Arg0),%SystemRoot%\ehome\mcupdate,WL0005OFU,mcupdate,,,\Microsoft\Windows\Media Center\mcupdate
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Perform Pvr Recovery activities,,The file is signed and the signature was verified.,-PvrRecoveryTask,%SystemRoot%\ehome\mcupdate.exe,WL0005OFU,PvrRecoveryTask,true,true,\Microsoft\Windows\Media Center\PvrRecoveryTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,This job analyzes the system looking for conditions that may cause high energy use.,Microsoft Corporation,The file is signed and the signature was verified.,-energy -auto,%SystemRoot%\System32\powercfg.exe,WL0005OFU,AnalyzeSystem,true,true,\Microsoft\Windows\Power Efficiency Diagnostics\AnalyzeSystem
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,If the user has consented to participate in the Windows Customer Experience Improvement Program  this job collects and sends usage data to Microsoft.,Microsoft Corporation,The file is signed and the signature was verified.,,%SystemRoot%\System32\wsqmcons.exe,WL0005OFU,Consolidator,true,true,\Microsoft\Windows\Customer Experience Improvement Program\Consolidator
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task restarts the Software Protection Platform service at the specified time,Microsoft Corporation,,start sppsvc,sc.exe,WL0005OFU,SvcRestartTask,,,\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task provides system data for the clock  power source  wireless network strength  and volume on a Windows SideShow-compatible device.,Microsoft Corporation,,,,WL0005OFU,SystemDataProviders,,,\Microsoft\Windows\SideShow\SystemDataProviders
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,This task creates regular system protection points.,Microsoft Corporation,The file is signed and the signature was verified.,/d srrstr.dll ExecuteScheduledSPPCreation,%windir%\system32\rundll32.exe,WL0005OFU,SR,true,true,\Microsoft\Windows\SystemRestore\SR
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Privileged Media Center Search registration job,,The file is signed and the signature was verified.,/DoRegisterSearch $(Arg0),%SystemRoot%\ehome\ehPrivJob.exe,WL0005OFU,RegisterSearch,true,true,\Microsoft\Windows\Media Center\RegisterSearch
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Privileged Media Center OCUR discovery job,,The file is signed and the signature was verified.,/OCURDiscovery $(Arg0),%SystemRoot%\ehome\ehPrivJob.exe,WL0005OFU,OCURDiscovery,true,true,\Microsoft\Windows\Media Center\OCURDiscovery
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Verification PCA,Microsoft Windows,Network information collector,Microsoft,The file is signed and the signature was verified.,,%windir%\system32\gatherNetworkInfo.vbs,WL0005OFU,GatherNetworkInfo,true,true,\Microsoft\Windows\NetTrace\GatherNetworkInfo
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Converts the software restriction policies policy from XML into binary format.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\appidpolicyconverter.exe,WL0005OFU,PolicyConverter,true,true,\Microsoft\Windows\AppID\PolicyConverter
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Background periodic scanner - PeriodicScanRetry,,The file is signed and the signature was verified.,-pscn 0,%windir%\ehome\MCUpdate.exe,WL0005OFU,PeriodicScanRetry,true,true,\Microsoft\Windows\Media Center\PeriodicScanRetry
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Launches applications configured for Windows HotStart,Microsoft Corporation,,,,WL0005OFU,HotStart,,,\Microsoft\Windows\MobilePC\HotStart
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Migration for Windows Parental Controls.,Microsoft,,,,WL0005OFU,WindowsParentalControlsMigration,,,\Microsoft\Windows\Shell\WindowsParentalControlsMigration
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,This scheduled task notifies the user that Windows Backup has not been configured.,Microsoft Corporation,The file is signed and the signature was verified.,/CONFIGNOTIFICATION,%systemroot%\System32\sdclt.exe,WL0005OFU,ConfigNotification,true,true,\Microsoft\Windows\WindowsBackup\ConfigNotification
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,This task controls periodic background synchronization of Offline Files when the user is working in an offline mode.,Microsoft Corporation,,,,WL0005OFU,Background Synchronization,,,\Microsoft\Windows\Offline Files\Background Synchronization
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,The USB CEIP (Customer Experience Improvement Program) task collects Universal Serial Bus related statistics and information about your machine and sends it to the Windows Device Connectivity engineering group at Microsoft.  The information received is used to help improve the reliability  stability  and overall functionality of USB in Windows.  If the user has not consented to participate in Windows CEIP  this task does not do anything.,Microsoft Corporation,,,,WL0005OFU,UsbCeip,,,\Microsoft\Windows\Customer Experience Improvement Program\UsbCeip
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Privileged Media Center Recorder Permission setting job,,The file is signed and the signature was verified.,/DoUpdateRecordPath $(Arg0),%SystemRoot%\ehome\ehPrivJob.exe,WL0005OFU,UpdateRecordPath,true,true,\Microsoft\Windows\Media Center\UpdateRecordPath
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Runs a task as the interactive user.,Microsoft Corporation,,,,WL0005OFU,Interactive,,,\Microsoft\Windows\Task Manager\Interactive
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Verification PCA,Microsoft Windows,Checks group policy for changes relevant to Remote Assistance,Microsoft,The file is signed and the signature was verified.,/offerraupdate,%windir%\system32\RAServer.exe,WL0005OFU,RemoteAssistanceTask,true,true,\Microsoft\Windows\RemoteAssistance\RemoteAssistanceTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Perform Data Recovery activities,,The file is signed and the signature was verified.,-SqlLiteRecoveryTask,%SystemRoot%\ehome\mcupdate.exe,WL0005OFU,SqlLiteRecoveryTask,true,true,\Microsoft\Windows\Media Center\SqlLiteRecoveryTask
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,Measures a system's performance and capabilities,Microsoft,,,,WL0005OFU,WinSAT,,,\Microsoft\Windows\Maintenance\WinSAT
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Privileged Media Center OCUR discovery job,,The file is signed and the signature was verified.,/wait:7 /PBDADiscovery,%SystemRoot%\ehome\ehPrivJob.exe,WL0005OFU,PBDADiscoveryW1,true,true,\Microsoft\Windows\Media Center\PBDADiscoveryW1
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Collects program telemetry information if opted-in to the Microsoft Customer Experience Improvement Program,Microsoft Corporation,The file is signed and the signature was verified.,aepdu.dll AePduRunUpdate,%windir%\system32\rundll32.exe,WL0005OFU,ProgramDataUpdater,true,true,\Microsoft\Windows\Application Experience\ProgramDataUpdater
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Windows Error Reporting task to process queued reports.,Microsoft Corporation,The file is signed and the signature was verified.,-queuereporting,%windir%\system32\wermgr.exe,WL0005OFU,QueueReporting,true,true,\Microsoft\Windows\Windows Error Reporting\QueueReporting
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,TextServicesFramework monitor task,,,,,WL0005OFU,MsCtfMonitor,,,\Microsoft\Windows\TextServicesFramework\MsCtfMonitor
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Aggregates and uploads Application Telemetry information if opted-in to the Microsoft Customer Experience Improvement Program.,Microsoft Corporation,,,aitagent,WL0005OFU,AitAgent,,,\Microsoft\Windows\Application Experience\AitAgent
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,The Windows Diagnostic Infrastructure Resolution host enables interactive resolutions for system problems detected by the Diagnostic Policy Service. It is triggered when necessary by the Diagnostic Policy Service in the appropriate user session. If the Diagnostic Policy Service is not running  the task will not run,Microsoft Corporation,,,,WL0005OFU,ResolutionHost,,,\Microsoft\Windows\WDI\ResolutionHost
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Privileged Media Center OCUR activation job,,The file is signed and the signature was verified.,/OCURActivate,%SystemRoot%\ehome\ehPrivJob.exe,WL0005OFU,OCURActivate,true,true,\Microsoft\Windows\Media Center\OCURActivate
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,The Kernel CEIP (Customer Experience Improvement Program) task collects additional information about the system and sends this data to Microsoft.  If the user has not consented to participate in Windows CEIP  this task does nothing.,Microsoft Corporation,,,,WL0005OFU,KernelCeipTask,,,\Microsoft\Windows\Customer Experience Improvement Program\KernelCeipTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Perform Media Center Recovery activities,,The file is signed and the signature was verified.,-MediaCenterRecoveryTask,%SystemRoot%\ehome\mcupdate.exe,WL0005OFU,MediaCenterRecoveryTask,true,true,\Microsoft\Windows\Media Center\MediaCenterRecoveryTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Privileged Media Center OCUR discovery job,,The file is signed and the signature was verified.,/wait:90 /PBDADiscovery,%SystemRoot%\ehome\ehPrivJob.exe,WL0005OFU,PBDADiscoveryW2,true,true,\Microsoft\Windows\Media Center\PBDADiscoveryW2
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,This task initiates synchronization of Offline Files when a user logs onto the system.,Microsoft Corporation,,,,WL0005OFU,Logon Synchronization,,,\Microsoft\Windows\Offline Files\Logon Synchronization
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Notifications for actions taken by Windows Parental Controls.,Microsoft,,,,WL0005OFU,WindowsParentalControls,,,\Microsoft\Windows\Shell\WindowsParentalControls
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Performance Tracing Idle Task: Background configuration surveyor,Microsoft Corporation,,,,WL0005OFU,BackgroundConfigSurveyor,,,\Microsoft\Windows\PerfTrack\BackgroundConfigSurveyor
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Uninstalls the PnP device associated with the specified Bluetooth service ID,Microsoft,,$(Arg0),BthUdTask.exe,WL0005OFU,UninstallDeviceTask,,,\Microsoft\Windows\Bluetooth\UninstallDeviceTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Privileged Media Center Time Update Service setting job,,The file is signed and the signature was verified.,/DoConfigureInternetTimeService,%SystemRoot%\ehome\ehPrivJob.exe,WL0005OFU,ConfigureInternetTimeService,true,true,\Microsoft\Windows\Media Center\ConfigureInternetTimeService
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Perform PVR Scheduling activities,,The file is signed and the signature was verified.,-PvrSchedule,%SystemRoot%\ehome\mcupdate.exe,WL0005OFU,PvrScheduleTask,true,true,\Microsoft\Windows\Media Center\PvrScheduleTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Inspects the AppID certificate cache for invalid or revoked certificates.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\appidcertstorecheck.exe,WL0005OFU,VerifiedPublisherCertStoreCheck,true,true,\Microsoft\Windows\AppID\VerifiedPublisherCertStoreCheck
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Privileged Media Center OCUR discovery job,,The file is signed and the signature was verified.,/PBDADiscovery,%SystemRoot%\ehome\ehPrivJob.exe,WL0005OFU,PBDADiscovery,true,true,\Microsoft\Windows\Media Center\PBDADiscovery
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Verification PCA,Microsoft Windows,Launch language cleanup tool,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\lpremove.exe,WL0005OFU,LPRemove,true,true,\Microsoft\Windows\MUI\LPRemove
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,The Windows Scheduled Maintenance Task performs periodic maintenance of the computer system by fixing problems automatically or reporting them through the Action Center.,Microsoft Corporation,,,,WL0005OFU,Scheduled,,,\Microsoft\Windows\Diagnosis\Scheduled
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Verification PCA,Microsoft Windows,This event is triggered when an IP address conflict is detected.,Microsoft Corporation,The file is signed and the signature was verified.,ndfapi.dll NdfRunDllDuplicateIPDefendingSystem,%windir%\system32\rundll32.exe,WL0005OFU,IpAddressConflict2,true,true,\Microsoft\Windows\Tcpip\IpAddressConflict2
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Provides support for the switching of mobility enabled VPN connections if their underlying interface goes down.,Microsoft Corporation,,,,WL0005OFU,MobilityManager,,,\Microsoft\Windows\Ras\MobilityManager
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task will automatically upload a roaming user profile's registry hive to its network location.,Microsoft Corporation,,,,WL0005OFU,HiveUploadTask,,,\Microsoft\Windows\User Profile Service\HiveUploadTask
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,This task manages the session behavior when multiple user accounts exist on a Windows SideShow-compatible device.,Microsoft Corporation,,,,WL0005OFU,SessionAgent,,,\Microsoft\Windows\SideShow\SessionAgent
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Microsoft Reliability Analysis task to process system reliability data.,Microsoft Corporation,,,,WL0005OFU,RacTask,,,\Microsoft\Windows\RAC\RacTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Verification PCA,Microsoft Windows,Privileged Media Center Search Reindexing job,,The file is signed and the signature was verified.,/DoActivateWindowsSearch,%SystemRoot%\ehome\ehPrivJob.exe,WL0005OFU,ActivateWindowsSearch,true,true,\Microsoft\Windows\Media Center\ActivateWindowsSearch
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Task for launching the Memory Diagnostic,Microsoft Corporation,,,,WL0005OFU,DecompressionFailureDetector,,,\Microsoft\Windows\MemoryDiagnostic\DecompressionFailureDetector
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Task for launching the Memory Diagnostic,Microsoft Corporation,,,,WL0005OFU,CorruptionDetector,,,\Microsoft\Windows\MemoryDiagnostic\CorruptionDetector
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,System Sounds User Mode Agent,,,,,WN0002EKL,SystemSoundsService,,,\Microsoft\Windows\Multimedia\SystemSoundsService
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,This task restarts the Software Protection Platform service when user logon occurs,Microsoft Corporation,,,,WN0002EKL,SvcRestartTaskLogon,,,\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTaskLogon
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Provides support for the switching of mobility enabled VPN connections if their underlying interface goes down.,Microsoft Corporation,,,,WN0002EKL,MobilityManager,,,\Microsoft\Windows\Ras\MobilityManager
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Uninstall language components that are not in any user's language list.,Microsoft Corporation,,,,WN0002EKL,Uninstallation,,,\Microsoft\Windows\LanguageComponentsInstaller\Uninstallation
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,,,,,,WN0002EKL,CreateObjectTask,,,\Microsoft\Windows\CloudExperienceHost\CreateObjectTask
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,The Windows Scheduled Maintenance Task performs periodic maintenance of the computer system by fixing problems automatically or reporting them through Security and Maintenance.,Microsoft Corporation,,,,WN0002EKL,Scheduled,,,\Microsoft\Windows\Diagnosis\Scheduled
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,,,,,,WN0002EKL,BackupTask,,,\Microsoft\Windows\SettingSync\BackupTask
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Network information collector,Microsoft,The file is signed and the signature was verified.,,%windir%\system32\gatherNetworkInfo.vbs,WN0002EKL,GatherNetworkInfo,true,true,\Microsoft\Windows\NetTrace\GatherNetworkInfo
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Task for launching Initial Configuration Tasks or Server Manager at logon.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\ServerManagerLauncher.exe,WN0002EKL,ServerManager,true,true,\Microsoft\Windows\Server Manager\ServerManager
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task will automatically upload a roaming user profile's registry hive to its network location.,Microsoft Corporation,,,,WN0002EKL,HiveUploadTask,,,\Microsoft\Windows\User Profile Service\HiveUploadTask
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,This task controls periodic background synchronization of Offline Files when the user is working in an offline mode.,Microsoft Corporation,,,,WN0002EKL,Background Synchronization,,,\Microsoft\Windows\Offline Files\Background Synchronization
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Device Installation Group Policy Change Handler,Microsoft Corporation,,,,WN0002EKL,Device Install Group Policy,,,\Microsoft\Windows\Plug and Play\Device Install Group Policy
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Windows Store legacy license migration task,Microsoft Corporation,The file is signed and the signature was verified.,-p -s -o,%SystemRoot%\system32\ClipUp.exe,WN0002EKL,License Validation,true,true,\Microsoft\Windows\Clip\License Validation
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,This task adjusts the start type for firewall-triggered services when the start type of the Base Filtering Engine (BFE) is disabled.,Microsoft Corporation,The file is signed and the signature was verified.,bfe.dll BfeOnServiceStartTypeChange,%windir%\system32\rundll32.exe,WN0002EKL,BfeOnServiceStartTypeChange,true,true,\Microsoft\Windows\Windows Filtering Platform\BfeOnServiceStartTypeChange
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Keeps the search index up to date,Microsoft Corporation,,,,WN0002EKL,IndexerAutomaticMaintenance,,,\Microsoft\Windows\Shell\IndexerAutomaticMaintenance
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task pre-generates TPM based Attestation Identity Key (AIK) and Storage Key (SK).,Microsoft Corporation,,,,WN0002EKL,KeyPreGenTask,,,\Microsoft\Windows\CertificateServicesClient\KeyPreGenTask
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,The Microsoft-Windows-DiskDiagnosticResolver warns users about faults reported by hard disks that support the Self Monitoring and Reporting Technology (S.M.A.R.T.) standard. This task is triggered automatically by the Diagnostic Policy Service when a S.M.A.R.T. fault is detected.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\DFDWiz.exe,WN0002EKL,Microsoft-Windows-DiskDiagnosticResolver,true,true,\Microsoft\Windows\DiskDiagnostic\Microsoft-Windows-DiskDiagnosticResolver
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Periodic maintenance task.,,The file is signed and the signature was verified.,-IdleTask -TaskName WdCacheMaintenance,%ProgramFiles%\Windows Defender\MpCmdRun.exe,WN0002EKL,Windows Defender Cache Maintenance,true,true,\Microsoft\Windows\Windows Defender\Windows Defender Cache Maintenance
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,Microsoft Windows Production PCA 2011,Microsoft Windows,Windows Error Reporting task to process queued reports.,Microsoft Corporation,The file is signed and the signature was verified.,-upload,%windir%\system32\wermgr.exe,WN0002EKL,QueueReporting,true,true,\Microsoft\Windows\Windows Error Reporting\QueueReporting
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,Schedules a memory diagnostic in response to system events.,Microsoft Corporation,,,,WN0002EKL,ProcessMemoryDiagnosticEvents,,,\Microsoft\Windows\MemoryDiagnostic\ProcessMemoryDiagnosticEvents
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,DigiCert High Assurance Code Signing CA-1,AVAST Software s.r.o.,,Avast Emergency Update,The file is signed and the signature was verified.,,C:\Program Files\AVAST Software\Avast\AvEmUpdate.exe,WN0002EKL,Avast Emergency Update,true,true,\Avast Emergency Update
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,This task collects and uploads autochk SQM data if opted-in to the Microsoft Customer Experience Improvement Program.,Microsoft Corporation,The file is signed and the signature was verified.,/d acproxy.dll PerformAutochkOperations,%windir%\system32\rundll32.exe,WN0002EKL,Proxy,true,true,\Microsoft\Windows\Autochk\Proxy
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,$(@%SystemRoot%\system32\ErrorDetailsUpdate.dll -601),$(@%systemroot%\system32\ErrorDetailsUpdate.dll -600),,,,WN0002EKL,ErrorDetailsUpdate,,,\Microsoft\Windows\ErrorDetails\ErrorDetailsUpdate
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,The Kernel CEIP (Customer Experience Improvement Program) task collects additional information about the system and sends this data to Microsoft.  If the user has not consented to participate in Windows CEIP  this task does nothing.,Microsoft Corporation,,,,WN0002EKL,KernelCeipTask,,,\Microsoft\Windows\Customer Experience Improvement Program\KernelCeipTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_HIGHEST,,,Initializes the Storage Tiers Management service when the first tiered storage space is detected on the system. Do not remove or modify this task.,Microsoft Corporation,,,,WN0002EKL,Storage Tiers Management Initialization,,,\Microsoft\Windows\Storage Tiers Management\Storage Tiers Management Initialization
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task analyzes the system looking for conditions that may cause high energy use.,Microsoft Corporation,,,,WN0002EKL,AnalyzeSystem,,,\Microsoft\Windows\Power Efficiency Diagnostics\AnalyzeSystem
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,,,,,,WN0002EKL,.NET Framework NGEN v4.0.30319 64,,,\Microsoft\Windows\.NET Framework\.NET Framework NGEN v4.0.30319 64
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Collects program telemetry information if opted-in to the Microsoft Customer Experience Improvement Program.,Microsoft Corporation,The file is signed and the signature was verified.,,%windir%\system32\compattelrunner.exe,WN0002EKL,Microsoft Compatibility Appraiser,true,true,\Microsoft\Windows\Application Experience\Microsoft Compatibility Appraiser
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,This task restarts the Software Protection Platform service when a new network is detected,Microsoft Corporation,,,,WN0002EKL,SvcRestartTaskNetwork,,,\Microsoft\Windows\SoftwareProtectionPlatform\SvcRestartTaskNetwork
TASK_LOGON_GROUP,TASK_RUNLEVEL_HIGHEST,,,Displays a dialog box that asks the user to restart Windows if it is required to complete installation of a device,Microsoft Corporation,,,,WN0002EKL,Device Install Reboot Required,,,\Microsoft\Windows\Plug and Play\Device Install Reboot Required
TASK_LOGON_GROUP,TASK_RUNLEVEL_LUA,,,Automatically updates the user's Windows store applications.,Microsoft Corporation,,,,WN0002EKL,Automatic App Update,,,\Microsoft\Windows\WindowsUpdate\Automatic App Update
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Certificate Services Client automatically manages digital identities such as Certificates  Keys and Credentials for the users and the machine  enabling enrollment  roaming and other services.,Microsoft Corporation,,,,WN0002EKL,SystemTask,,,\Microsoft\Windows\CertificateServicesClient\SystemTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,,,The file is signed and the signature was verified.,,%windir%\system32\speech_onecore\common\SpeechModelDownload.exe,WN0002EKL,SpeechModelDownloadTask,true,true,\Microsoft\Windows\Speech\SpeechModelDownloadTask
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,Microsoft Windows Production PCA 2011,Microsoft Windows,Cleans up each package's unused temporary files.,Microsoft Corporation,The file is signed and the signature was verified.,Windows.Storage.ApplicationData.dll CleanupTemporaryState,%windir%\system32\rundll32.exe,WN0002EKL,CleanupTemporaryState,true,true,\Microsoft\Windows\ApplicationData\CleanupTemporaryState
TASK_LOGON_SERVICE_ACCOUNT,TASK_RUNLEVEL_LUA,,,Uninstalls the PnP device associated with the specified Bluetooth service ID,Microsoft,,$(Arg0),BthUdTask.exe,WN0002EKL,UninstallDeviceTask,,,\Microsoft\Windows\Bluetooth\UninstallDeviceTask
